@relation 'supermarket-weka.filters.unsupervised.attribute.Remove-R11,20-216'

@attribute department1 {t}
@attribute department2 {t}
@attribute department3 {t}
@attribute department4 {t}
@attribute department5 {t}
@attribute department6 {t}
@attribute department7 {t}
@attribute department8 {t}
@attribute department9 {t}
@attribute 'grocery misc' {t}
@attribute 'baby needs' {t}
@attribute 'bread and cake' {t}
@attribute 'baking needs' {t}
@attribute coupons {t}
@attribute juice-sat-cord-ms {t}
@attribute tea {t}
@attribute biscuits {t}
@attribute 'canned fish-meat' {t}
@attribute total {low,high}

@data
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,low
t,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,t,?,high
?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,t,t,t,?,?,t,t,t,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,t,low
t,?,?,?,?,?,?,?,?,?,t,t,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,t,t,t,?,t,?,t,?,high
t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,t,t,t,?,?,?,?,?,high
t,?,?,?,?,?,t,?,?,?,?,t,t,?,?,t,t,?,high
?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,?,?,low
t,?,?,?,?,?,?,?,?,?,?,?,t,?,t,t,?,?,low
?,t,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,high
t,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,?,low
t,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,t,t,t,high
?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,low
?,?,?,?,?,?,?,?,t,?,?,?,t,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,t,?,t,?,?,?,?,?,?,low
?,?,?,?,t,?,?,?,?,?,?,?,t,?,t,t,t,?,low
?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,high
?,?,?,?,?,?,?,?,?,?,t,t,t,?,t,t,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,low
t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,t,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,t,?,high
t,?,?,?,?,?,?,?,?,?,t,t,t,?,?,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,t,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,low
t,t,?,?,?,?,?,?,?,?,?,t,t,?,?,t,?,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,low
t,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,t,?,high
?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,low
?,?,?,?,t,?,?,?,?,?,?,t,t,?,?,t,?,?,low
?,?,?,?,?,?,?,?,?,?,t,t,t,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,low
t,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,t,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,high
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,t,t,high
?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,t,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,?,t,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,t,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,t,low
?,t,?,?,?,?,?,?,?,?,?,t,t,?,?,t,t,t,high
t,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,high
t,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,t,?,low
t,?,?,?,?,?,?,?,?,t,?,t,?,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,t,low
t,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,t,t,low
t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,t,?,low
?,?,?,?,?,?,?,?,?,?,t,t,t,?,t,?,t,?,high
t,?,?,?,?,?,?,?,t,?,?,t,?,?,t,?,t,t,high
t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,t,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,t,?,low
t,?,?,?,?,?,?,?,?,?,t,t,t,?,?,t,t,?,high
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,?,t,low
?,?,?,?,t,?,?,?,?,t,?,t,?,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,t,?,t,t,?,t,t,t,t,high
?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,?,?,high
t,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,t,low
t,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,t,?,low
t,?,?,?,?,?,?,?,t,?,?,t,?,?,t,?,?,t,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,high
?,t,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,t,?,?,low
?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,t,low
t,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,low
?,?,?,?,t,?,?,?,?,?,?,?,t,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,t,t,t,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,t,?,high
t,?,?,?,t,?,?,?,?,?,?,t,t,?,t,?,t,t,high
?,?,?,?,?,?,?,?,t,?,?,t,t,?,?,?,?,t,low
?,?,?,?,?,?,?,?,t,?,?,t,t,?,?,t,t,t,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,t,t,high
?,?,?,?,?,?,?,?,t,?,?,t,?,?,t,t,t,?,low
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,t,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,t,?,?,t,?,t,?,t,t,high
t,?,?,t,?,?,t,?,?,?,t,t,?,?,t,t,t,?,high
?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,t,t,?,low
t,?,?,?,?,?,?,?,?,?,t,t,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,high
?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,low
t,?,?,?,?,?,?,?,?,?,t,t,t,?,?,?,?,?,low
t,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,t,?,low
t,?,?,?,?,?,?,?,?,?,t,t,?,?,t,?,t,?,high
t,?,?,?,t,?,?,?,?,?,?,t,?,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,t,t,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,?,?,?,low
t,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,t,?,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,high
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,t,t,t,?,?,?,?,?,low
t,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,low
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,t,?,low
t,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,t,low
t,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,low
t,?,?,?,?,?,t,?,?,?,?,t,?,?,t,?,t,t,low
t,?,?,?,?,?,?,?,t,?,?,t,t,?,?,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,t,?,high
?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,t,high
t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,low
?,t,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,t,high
?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,t,?,low
t,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,high
t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,t,t,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,t,?,high
t,?,?,?,?,?,?,?,?,?,t,t,?,?,t,?,t,?,low
?,?,?,?,?,?,?,?,t,?,?,t,?,?,t,?,t,?,high
?,t,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,low
?,?,?,t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,t,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,t,low
?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,t,high
t,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,t,?,high
t,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,t,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,low
t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,low
t,?,?,?,?,?,?,?,?,?,t,t,t,?,t,t,t,t,high
?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,?,t,t,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,?,high
t,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,?,low
?,?,?,t,?,?,?,?,?,?,?,?,t,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,?,t,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,t,low
t,?,?,?,?,?,?,?,?,?,t,t,t,?,?,?,t,t,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,t,high
?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,?,high
?,?,t,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,low
?,?,?,?,?,?,t,?,?,?,?,?,t,?,t,t,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,high
?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,?,?,low
?,?,?,?,?,?,t,?,?,?,?,t,t,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,t,low
?,t,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,high
t,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,t,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,low
t,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,?,low
t,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,low
t,?,?,?,?,?,?,?,?,?,t,t,t,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,low
?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,t,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,low
t,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,t,t,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,low
?,t,?,?,?,?,?,?,?,?,?,t,t,?,t,t,t,?,low
?,?,?,?,?,?,?,?,?,?,t,t,t,?,?,t,t,?,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,t,?,?,low
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,t,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,t,t,t,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,t,low
?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,t,?,t,?,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,high
?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,?,?,high
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,t,t,t,?,?,t,?,?,t,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,t,t,high
t,?,t,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,low
t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,t,?,t,t,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,high
?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,t,t,?,high
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,t,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,t,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,t,t,high
?,?,?,?,?,?,?,?,?,?,t,t,t,?,?,t,t,t,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,t,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,low
t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,t,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,t,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,t,low
t,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,t,low
t,?,?,?,?,?,?,?,?,?,t,?,t,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,t,high
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,t,?,low
t,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,t,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,t,high
t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,high
t,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,?,t,high
t,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,low
t,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,t,t,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,?,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,?,high
t,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,t,high
?,?,?,?,?,?,?,?,?,t,?,t,t,?,t,t,?,t,high
?,?,?,?,?,?,?,?,?,?,t,t,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,t,t,high
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,high
t,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,t,t,t,?,t,?,t,t,high
?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,t,high
?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,t,t,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,low
?,?,?,?,t,?,?,?,?,?,?,t,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,t,t,t,high
t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,low
t,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,high
?,?,?,?,t,?,?,?,?,?,?,?,t,?,t,t,?,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,t,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,t,t,?,high
?,?,?,?,?,?,?,?,?,?,t,t,t,?,t,?,t,?,high
t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,low
t,?,?,?,?,?,?,?,?,?,?,t,?,?,t,t,?,?,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,t,?,high
?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,t,t,t,?,t,?,t,?,high
t,?,?,?,?,?,?,?,?,?,t,?,t,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,t,?,low
?,t,?,?,?,?,?,?,?,t,t,t,?,?,t,?,t,?,low
?,?,?,t,?,?,?,?,?,?,?,t,t,?,t,t,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,t,t,t,low
?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,low
?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,t,?,t,?,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,high
?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,?,t,?,high
t,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,t,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,t,t,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,t,t,high
?,?,?,?,t,?,?,?,?,?,?,t,t,?,t,?,?,?,high
t,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,?,low
t,?,?,?,?,?,?,?,?,t,?,t,t,?,t,?,t,t,high
?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,t,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,t,low
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,high
?,t,?,?,?,?,?,?,?,?,?,t,t,?,?,?,t,t,low
?,?,?,?,?,?,?,?,?,?,t,t,t,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,t,high
t,?,?,?,?,?,?,?,?,?,?,t,?,?,t,?,?,?,low
t,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,t,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,t,low
?,?,?,?,?,?,?,?,?,t,?,t,t,?,?,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,?,t,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,?,low
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,?,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,t,t,low
?,?,?,?,?,?,?,?,?,?,?,t,?,?,t,t,?,?,low
t,?,?,?,?,?,?,?,?,?,?,t,?,?,?,?,?,?,low
?,?,t,?,?,?,?,?,?,?,?,t,t,?,t,?,t,t,high
?,?,?,?,?,?,?,?,?,?,?,t,t,?,t,?,?,t,low
